JAHR;GKZ;Preis;EW;GEMTYPE
2016;20101;123;104866;> 50.000 EW 
2016;20201;125,6;65600;> 50.000 EW 
2016;20402;63,2;8243;5.000 - 10.000 EW 
2016;20403;35,6;2533;< 5.000 EW 
2016;20405;52,1;7464;5.000 - 10.000 EW 
2016;20409;46,5;3063;< 5.000 EW 
2016;20412;94,7;2436;< 5.000 EW 
2016;20414;57,9;3155;< 5.000 EW 
2016;20415;145,6;3525;< 5.000 EW 
2016;20416;35,6;1791;< 5.000 EW 
2016;20417;70,1;2719;< 5.000 EW 
2016;20418;88,2;4006;< 5.000 EW 
2016;20419;145,7;1648;< 5.000 EW 
2016;20421;65,3;4594;< 5.000 EW 
2016;20424;159,1;2941;< 5.000 EW 
2016;20425;45,7;3303;< 5.000 EW 
2016;20428;29,2;1088;< 5.000 EW 
2016;20432;60;2681;< 5.000 EW 
2016;20435;65,3;2226;< 5.000 EW 
2016;20441;29,2;584;< 5.000 EW 
2016;20442;46,5;3708;< 5.000 EW 
2016;20501;56,2;4920;< 5.000 EW 
2016;20502;38,9;2757;< 5.000 EW 
2016;20504;38,9;1223;< 5.000 EW 
2016;20512;38,9;1957;< 5.000 EW 
2016;20515;47;3411;< 5.000 EW 
2016;20520;39,7;1320;< 5.000 EW 
2016;20523;64,1;3620;< 5.000 EW 
2016;20527;90,3;12264;10.000 - 50.000 EW 
2016;20534;71,8;3595;< 5.000 EW 
2016;20721;40,9;1905;< 5.000 EW 
2016;20722;40,9;4342;< 5.000 EW 
2016;20725;58,8;9098;5.000 - 10.000 EW 
2016;20727;59,5;5650;5.000 - 10.000 EW 
2016;20801;23,3;3989;< 5.000 EW 
2016;20802;34,6;789;< 5.000 EW 
2016;20803;33,3;5914;5.000 - 10.000 EW 
2016;20804;17,9;2208;< 5.000 EW 
2016;20805;22,6;2266;< 5.000 EW 
2016;20806;29,2;1793;< 5.000 EW 
2016;20807;17,9;1577;< 5.000 EW 
2016;20808;34,6;3393;< 5.000 EW 
2016;20810;34,6;1015;< 5.000 EW 
2016;20812;34,6;1507;< 5.000 EW 
2016;20813;57,1;4637;< 5.000 EW 
2016;20815;17,9;1966;< 5.000 EW 
2016;20817;36,6;10956;10.000 - 50.000 EW 
2016;20901;39,9;4265;< 5.000 EW 
2016;20905;39,9;2428;< 5.000 EW 
2016;20909;17,1;2787;< 5.000 EW 
2016;20911;39,9;895;< 5.000 EW 
2016;20913;36,7;9841;5.000 - 10.000 EW 
2016;20914;26,4;1913;< 5.000 EW 
2016;20918;32;3160;< 5.000 EW 
2016;20923;59,5;25084;10.000 - 50.000 EW 
2016;21002;57,2;14427;10.000 - 50.000 EW 
2016;21003;29;1760;< 5.000 EW 
2016;60101;233,1;302749;> 50.000 EW 
2016;60101;233,1;154121;> 50.000 EW 
2016;60101;233,1;148628;> 50.000 EW 
2016;60305;35,3;3213;< 5.000 EW 
2016;60318;81,4;3668;< 5.000 EW 
2016;60323;23,5;1576;< 5.000 EW 
2016;60324;40,6;1916;< 5.000 EW 
2016;60326;39,3;1700;< 5.000 EW 
2016;60329;25,6;1292;< 5.000 EW 
2016;60341;34,2;1670;< 5.000 EW 
2016;60344;55,6;11753;10.000 - 50.000 EW 
2016;60345;25;6301;5.000 - 10.000 EW 
2016;60346;35,3;4095;< 5.000 EW 
2016;60347;23,5;3025;< 5.000 EW 
2016;60348;46,1;3654;< 5.000 EW 
2016;60349;35,3;4413;< 5.000 EW 
2016;60350;40,9;8656;5.000 - 10.000 EW 
2016;60351;23,5;4286;< 5.000 EW 
2016;60608;115,5;7287;5.000 - 10.000 EW 
2016;60611;90,9;4237;< 5.000 EW 
2016;60613;78,6;8310;5.000 - 10.000 EW 
2016;60617;120;5483;5.000 - 10.000 EW 
2016;60618;75;1622;< 5.000 EW 
2016;60619;102,2;3777;< 5.000 EW 
2016;60623;129,2;2878;< 5.000 EW 
2016;60624;94,1;8662;5.000 - 10.000 EW 
2016;60626;63,5;3922;< 5.000 EW 
2016;60628;76,4;2881;< 5.000 EW 
2016;60629;97,8;5581;5.000 - 10.000 EW 
2016;60632;78,6;2413;< 5.000 EW 
2016;60639;65,9;1503;< 5.000 EW 
2016;60641;65,9;1278;< 5.000 EW 
2016;60642;83,5;2167;< 5.000 EW 
2016;60645;45,6;3202;< 5.000 EW 
2016;60646;169,8;3033;< 5.000 EW 
2016;60647;65,9;702;< 5.000 EW 
2016;60648;105,7;2498;< 5.000 EW 
2016;60651;68,7;2075;< 5.000 EW 
2016;60653;85,2;4789;< 5.000 EW 
2016;60654;86;2739;< 5.000 EW 
2016;60655;67,9;2848;< 5.000 EW 
2016;60656;67,9;1661;< 5.000 EW 
2016;60659;68,7;4464;< 5.000 EW 
2016;60660;69,5;3767;< 5.000 EW 
2016;60661;58,3;7243;5.000 - 10.000 EW 
2016;60662;85;4962;< 5.000 EW 
2016;60663;68,7;6668;5.000 - 10.000 EW 
2016;60664;98,6;12879;10.000 - 50.000 EW 
2016;60665;75;7360;5.000 - 10.000 EW 
2016;60666;48,3;2751;< 5.000 EW 
2016;60667;96,9;4983;< 5.000 EW 
2016;60668;36,6;3758;< 5.000 EW 
2016;60669;133,4;12258;10.000 - 50.000 EW 
2016;60670;99,3;7081;5.000 - 10.000 EW 
2016;61001;60,4;1630;< 5.000 EW 
2016;61002;19,9;982;< 5.000 EW 
2016;61007;32;1387;< 5.000 EW 
2016;61008;24,2;1280;< 5.000 EW 
2016;61012;60,2;2883;< 5.000 EW 
2016;61013;28,2;2228;< 5.000 EW 
2016;61016;30,4;1989;< 5.000 EW 
2016;61017;38;1547;< 5.000 EW 
2016;61019;31,5;1167;< 5.000 EW 
2016;61020;61;1367;< 5.000 EW 
2016;61021;46,9;2281;< 5.000 EW 
2016;61024;19,9;2036;< 5.000 EW 
2016;61027;40,7;1603;< 5.000 EW 
2016;61030;31,5;1730;< 5.000 EW 
2016;61032;19,9;1966;< 5.000 EW 
2016;61033;42,6;2336;< 5.000 EW 
2016;61043;52,6;3907;< 5.000 EW 
2016;61045;77,2;6525;5.000 - 10.000 EW 
2016;61049;34,8;2408;< 5.000 EW 
2016;61050;34,8;3195;< 5.000 EW 
2016;61051;31,5;2810;< 5.000 EW 
2016;61052;44,1;2920;< 5.000 EW 
2016;61053;87,7;13362;10.000 - 50.000 EW 
2016;61054;25,3;3536;< 5.000 EW 
2016;61055;40,7;1602;< 5.000 EW 
2016;61057;24,2;2366;< 5.000 EW 
2016;61059;60,4;5749;5.000 - 10.000 EW 
2016;61611;48,4;2448;< 5.000 EW 
2016;61612;47;3218;< 5.000 EW 
2016;61615;47;2191;< 5.000 EW 
2016;61618;65,8;1721;< 5.000 EW 
2016;61624;46,5;3211;< 5.000 EW 
2016;61625;75,6;9617;5.000 - 10.000 EW 
2016;61626;58,9;5816;5.000 - 10.000 EW 
2016;61629;27,9;1004;< 5.000 EW 
2016;61631;52,9;9601;5.000 - 10.000 EW 
2016;61633;48;4324;< 5.000 EW 
2016;61701;66;2268;< 5.000 EW 
2016;61710;31;1213;< 5.000 EW 
2016;61716;19,7;2996;< 5.000 EW 
2016;61719;59,7;2379;< 5.000 EW 
2016;61727;64,8;2555;< 5.000 EW 
2016;61729;45,6;2137;< 5.000 EW 
2016;61730;73,5;2273;< 5.000 EW 
2016;61731;46,7;1334;< 5.000 EW 
2016;61740;31;2035;< 5.000 EW 
2016;61746;38,2;4209;< 5.000 EW 
2016;61748;32,1;4485;< 5.000 EW 
2016;61751;46,7;2467;< 5.000 EW 
2016;61760;59,7;11525;10.000 - 50.000 EW 
2016;61761;46,7;1654;< 5.000 EW 
2016;61762;19,8;2199;< 5.000 EW 
2016;61763;34,7;4379;< 5.000 EW 
2016;61764;31,5;3862;< 5.000 EW 
2016;61765;35,9;5668;5.000 - 10.000 EW 
2016;61766;94,9;11993;10.000 - 50.000 EW 
2016;62125;43;2586;< 5.000 EW 
2016;62232;13,7;1593;< 5.000 EW 
2016;62252;25,1;1466;< 5.000 EW 
2016;62266;17,5;2367;< 5.000 EW 
2016;62269;18,3;2115;< 5.000 EW 
2016;62271;28;3778;< 5.000 EW 
2016;62311;16;1362;< 5.000 EW 
2016;62314;16;1392;< 5.000 EW 
2016;62330;10,9;1611;< 5.000 EW 
2016;62343;10,9;1360;< 5.000 EW 
2016;62377;10,9;1767;< 5.000 EW 
2016;62380;17,1;5977;5.000 - 10.000 EW 
2016;62381;26,9;3189;< 5.000 EW 
2016;62382;23,5;4634;< 5.000 EW 
2016;62383;20,5;3508;< 5.000 EW 
2016;62384;24,4;3095;< 5.000 EW 
2016;62385;26,9;2534;< 5.000 EW 
2016;62388;10,9;2897;< 5.000 EW 
2016;62389;24,4;3788;< 5.000 EW 
2017;20101;149;104866;> 50.000 EW 
2017;20201;108,5;65600;> 50.000 EW 
2017;20402;62,5;8243;5.000 - 10.000 EW 
2017;20403;39,8;2533;< 5.000 EW 
2017;20405;56,9;7464;5.000 - 10.000 EW 
2017;20409;46,1;3063;< 5.000 EW 
2017;20412;95,7;2436;< 5.000 EW 
2017;20414;60,8;3155;< 5.000 EW 
2017;20415;156,6;3525;< 5.000 EW 
2017;20416;39,8;1791;< 5.000 EW 
2017;20417;73,4;2719;< 5.000 EW 
2017;20418;90;4006;< 5.000 EW 
2017;20419;201,3;1648;< 5.000 EW 
2017;20421;73,6;4594;< 5.000 EW 
2017;20424;169,5;2941;< 5.000 EW 
2017;20425;47,3;3303;< 5.000 EW 
2017;20428;29,2;1088;< 5.000 EW 
2017;20432;58,9;2681;< 5.000 EW 
2017;20435;73,6;2226;< 5.000 EW 
2017;20441;29,2;584;< 5.000 EW 
2017;20442;47,1;3708;< 5.000 EW 
2017;20501;54,3;4920;< 5.000 EW 
2017;20502;39,8;2757;< 5.000 EW 
2017;20504;39,8;1223;< 5.000 EW 
2017;20512;39,8;1957;< 5.000 EW 
2017;20515;47,4;3411;< 5.000 EW 
2017;20520;42,4;1320;< 5.000 EW 
2017;20523;67,4;3620;< 5.000 EW 
2017;20527;78,4;12264;10.000 - 50.000 EW 
2017;20534;69,6;3595;< 5.000 EW 
2017;20721;51,3;1905;< 5.000 EW 
2017;20722;36,9;4342;< 5.000 EW 
2017;20725;61,6;9098;5.000 - 10.000 EW 
2017;20727;58,9;5650;5.000 - 10.000 EW 
2017;20801;25,7;3989;< 5.000 EW 
2017;20802;26;789;< 5.000 EW 
2017;20803;35,4;5914;5.000 - 10.000 EW 
2017;20804;19,3;2208;< 5.000 EW 
2017;20805;21,6;2266;< 5.000 EW 
2017;20806;29,2;1793;< 5.000 EW 
2017;20807;19,3;1577;< 5.000 EW 
2017;20808;26;3393;< 5.000 EW 
2017;20810;26;1015;< 5.000 EW 
2017;20812;26;1507;< 5.000 EW 
2017;20813;62;4637;< 5.000 EW 
2017;20815;19,3;1966;< 5.000 EW 
2017;20817;40,4;10956;10.000 - 50.000 EW 
2017;20901;40,3;4265;< 5.000 EW 
2017;20905;40,3;2428;< 5.000 EW 
2017;20909;17,2;2787;< 5.000 EW 
2017;20911;40,3;895;< 5.000 EW 
2017;20913;33,1;9841;5.000 - 10.000 EW 
2017;20914;25,7;1913;< 5.000 EW 
2017;20918;32,4;3160;< 5.000 EW 
2017;20923;59,2;25084;10.000 - 50.000 EW 
2017;21002;54,9;14427;10.000 - 50.000 EW 
2017;21003;27,4;1760;< 5.000 EW 
2017;60101;224,8;302749;> 50.000 EW 
2017;60101;224,8;154121;> 50.000 EW 
2017;60101;224,8;148628;> 50.000 EW 
2017;60305;42,4;3213;< 5.000 EW 
2017;60318;99,1;3668;< 5.000 EW 
2017;60323;26,7;1576;< 5.000 EW 
2017;60324;44;1916;< 5.000 EW 
2017;60326;45,6;1700;< 5.000 EW 
2017;60329;30,5;1292;< 5.000 EW 
2017;60341;39,3;1670;< 5.000 EW 
2017;60344;62,2;11753;10.000 - 50.000 EW 
2017;60345;26,6;6301;5.000 - 10.000 EW 
2017;60346;42,4;4095;< 5.000 EW 
2017;60347;26,7;3025;< 5.000 EW 
2017;60348;48,1;3654;< 5.000 EW 
2017;60349;42,4;4413;< 5.000 EW 
2017;60350;48,2;8656;5.000 - 10.000 EW 
2017;60351;26,7;4286;< 5.000 EW 
2017;60608;131;7287;5.000 - 10.000 EW 
2017;60611;116,1;4237;< 5.000 EW 
2017;60613;88,1;8310;5.000 - 10.000 EW 
2017;60617;127,9;5483;5.000 - 10.000 EW 
2017;60618;80,1;1622;< 5.000 EW 
2017;60619;96,3;3777;< 5.000 EW 
2017;60623;129,5;2878;< 5.000 EW 
2017;60624;101,4;8662;5.000 - 10.000 EW 
2017;60626;66,2;3922;< 5.000 EW 
2017;60628;81;2881;< 5.000 EW 
2017;60629;106,9;5581;5.000 - 10.000 EW 
2017;60632;88,1;2413;< 5.000 EW 
2017;60639;66,8;1503;< 5.000 EW 
2017;60641;66,8;1278;< 5.000 EW 
2017;60642;78,6;2167;< 5.000 EW 
2017;60645;74;3202;< 5.000 EW 
2017;60646;172,3;3033;< 5.000 EW 
2017;60647;66,8;702;< 5.000 EW 
2017;60648;106,1;2498;< 5.000 EW 
2017;60651;66,9;2075;< 5.000 EW 
2017;60653;89,6;4789;< 5.000 EW 
2017;60654;94;2739;< 5.000 EW 
2017;60655;76,5;2848;< 5.000 EW 
2017;60656;76,5;1661;< 5.000 EW 
2017;60659;66,9;4464;< 5.000 EW 
2017;60660;75,1;3767;< 5.000 EW 
2017;60661;61,3;7243;5.000 - 10.000 EW 
2017;60662;88,6;4962;< 5.000 EW 
2017;60663;66,9;6668;5.000 - 10.000 EW 
2017;60664;95,7;12879;10.000 - 50.000 EW 
2017;60665;80,1;7360;5.000 - 10.000 EW 
2017;60666;55,3;2751;< 5.000 EW 
2017;60667;115,3;4983;< 5.000 EW 
2017;60668;37,9;3758;< 5.000 EW 
2017;60669;158,4;12258;10.000 - 50.000 EW 
2017;60670;105,9;7081;5.000 - 10.000 EW 
2017;61001;62,3;1630;< 5.000 EW 
2017;61002;20,4;982;< 5.000 EW 
2017;61007;33,5;1387;< 5.000 EW 
2017;61008;23,8;1280;< 5.000 EW 
2017;61012;67,4;2883;< 5.000 EW 
2017;61013;29,3;2228;< 5.000 EW 
2017;61016;34,9;1989;< 5.000 EW 
2017;61017;42,2;1547;< 5.000 EW 
2017;61019;31,9;1167;< 5.000 EW 
2017;61020;69,7;1367;< 5.000 EW 
2017;61021;44;2281;< 5.000 EW 
2017;61024;20,4;2036;< 5.000 EW 
2017;61027;41,3;1603;< 5.000 EW 
2017;61030;31,9;1730;< 5.000 EW 
2017;61032;20,4;1966;< 5.000 EW 
2017;61033;41,7;2336;< 5.000 EW 
2017;61043;61,3;3907;< 5.000 EW 
2017;61045;91,7;6525;5.000 - 10.000 EW 
2017;61049;43,3;2408;< 5.000 EW 
2017;61050;43,3;3195;< 5.000 EW 
2017;61051;31,9;2810;< 5.000 EW 
2017;61052;45,9;2920;< 5.000 EW 
2017;61053;94,7;13362;10.000 - 50.000 EW 
2017;61054;26;3536;< 5.000 EW 
2017;61055;41,3;1602;< 5.000 EW 
2017;61057;23,8;2366;< 5.000 EW 
2017;61059;62,3;5749;5.000 - 10.000 EW 
2017;61611;48,4;2448;< 5.000 EW 
2017;61612;46;3218;< 5.000 EW 
2017;61615;46;2191;< 5.000 EW 
2017;61618;64,2;1721;< 5.000 EW 
2017;61624;48,9;3211;< 5.000 EW 
2017;61625;65,8;9617;5.000 - 10.000 EW 
2017;61626;53,6;5816;5.000 - 10.000 EW 
2017;61629;31,8;1004;< 5.000 EW 
2017;61631;48,6;9601;5.000 - 10.000 EW 
2017;61633;49,7;4324;< 5.000 EW 
2017;61701;60,3;2268;< 5.000 EW 
2017;61710;27,6;1213;< 5.000 EW 
2017;61716;17,4;2996;< 5.000 EW 
2017;61719;55;2379;< 5.000 EW 
2017;61727;55,1;2555;< 5.000 EW 
2017;61729;45,7;2137;< 5.000 EW 
2017;61730;65,8;2273;< 5.000 EW 
2017;61731;40,3;1334;< 5.000 EW 
2017;61740;27,6;2035;< 5.000 EW 
2017;61746;43,1;4209;< 5.000 EW 
2017;61748;29,2;4485;< 5.000 EW 
2017;61751;40,3;2467;< 5.000 EW 
2017;61760;55;11525;10.000 - 50.000 EW 
2017;61761;40,3;1654;< 5.000 EW 
2017;61762;21,2;2199;< 5.000 EW 
2017;61763;31,9;4379;< 5.000 EW 
2017;61764;30;3862;< 5.000 EW 
2017;61765;32,6;5668;5.000 - 10.000 EW 
2017;61766;87,1;11993;10.000 - 50.000 EW 
2017;62125;45,7;2586;< 5.000 EW 
2017;62232;14,2;1593;< 5.000 EW 
2017;62252;25,9;1466;< 5.000 EW 
2017;62266;21,3;2367;< 5.000 EW 
2017;62269;19,3;2115;< 5.000 EW 
2017;62271;30,2;3778;< 5.000 EW 
2017;62311;18,7;1362;< 5.000 EW 
2017;62314;18,7;1392;< 5.000 EW 
2017;62330;12,2;1611;< 5.000 EW 
2017;62343;12,2;1360;< 5.000 EW 
2017;62377;12,2;1767;< 5.000 EW 
2017;62380;16,4;5977;5.000 - 10.000 EW 
2017;62381;30,2;3189;< 5.000 EW 
2017;62382;25,4;4634;< 5.000 EW 
2017;62383;21,2;3508;< 5.000 EW 
2017;62384;25,9;3095;< 5.000 EW 
2017;62385;30,2;2534;< 5.000 EW 
2017;62388;12,2;2897;< 5.000 EW 
2017;62389;25,9;3788;< 5.000 EW 
2018;20101;142,6;104866;> 50.000 EW 
2018;20201;125;65600;> 50.000 EW 
2018;20402;69,5;8243;5.000 - 10.000 EW 
2018;20403;40,9;2533;< 5.000 EW 
2018;20405;59,2;7464;5.000 - 10.000 EW 
2018;20409;48,9;3063;< 5.000 EW 
2018;20412;98,4;2436;< 5.000 EW 
2018;20414;62,6;3155;< 5.000 EW 
2018;20415;165;3525;< 5.000 EW 
2018;20416;40,9;1791;< 5.000 EW 
2018;20417;78,9;2719;< 5.000 EW 
2018;20418;93;4006;< 5.000 EW 
2018;20419;195,6;1648;< 5.000 EW 
2018;20421;73,5;4594;< 5.000 EW 
2018;20424;182,9;2941;< 5.000 EW 
2018;20425;53,1;3303;< 5.000 EW 
2018;20428;31,4;1088;< 5.000 EW 
2018;20432;59,2;2681;< 5.000 EW 
2018;20435;73,5;2226;< 5.000 EW 
2018;20441;31,4;584;< 5.000 EW 
2018;20442;48,3;3708;< 5.000 EW 
2018;20501;50,2;4920;< 5.000 EW 
2018;20502;36,9;2757;< 5.000 EW 
2018;20504;36,9;1223;< 5.000 EW 
2018;20512;36,9;1957;< 5.000 EW 
2018;20515;44,6;3411;< 5.000 EW 
2018;20520;39,4;1320;< 5.000 EW 
2018;20523;65,6;3620;< 5.000 EW 
2018;20527;81,8;12264;10.000 - 50.000 EW 
2018;20534;69,5;3595;< 5.000 EW 
2018;20721;45,8;1905;< 5.000 EW 
2018;20722;45,8;4342;< 5.000 EW 
2018;20725;71,6;9098;5.000 - 10.000 EW 
2018;20727;66,5;5650;5.000 - 10.000 EW 
2018;20801;28,1;3989;< 5.000 EW 
2018;20802;41,8;789;< 5.000 EW 
2018;20803;38,1;5914;5.000 - 10.000 EW 
2018;20804;21,1;2208;< 5.000 EW 
2018;20805;23,4;2266;< 5.000 EW 
2018;20806;31,4;1793;< 5.000 EW 
2018;20807;21,1;1577;< 5.000 EW 
2018;20808;41,8;3393;< 5.000 EW 
2018;20810;21,6;1015;< 5.000 EW 
2018;20812;21,6;1507;< 5.000 EW 
2018;20813;65;4637;< 5.000 EW 
2018;20815;21,1;1966;< 5.000 EW 
2018;20817;50,8;10956;10.000 - 50.000 EW 
2018;20901;37,6;4265;< 5.000 EW 
2018;20905;37,6;2428;< 5.000 EW 
2018;20909;16,8;2787;< 5.000 EW 
2018;20911;37,6;895;< 5.000 EW 
2018;20913;33,8;9841;5.000 - 10.000 EW 
2018;20914;25,9;1913;< 5.000 EW 
2018;20918;30,9;3160;< 5.000 EW 
2018;20923;61,7;25084;10.000 - 50.000 EW 
2018;21002;55,5;14427;10.000 - 50.000 EW 
2018;21003;27,1;1760;< 5.000 EW 
2018;60101;273,4;302749;> 50.000 EW 
2018;60101;273,4;154121;> 50.000 EW 
2018;60101;273,4;148628;> 50.000 EW 
2018;60305;47,5;3213;< 5.000 EW 
2018;60318;96,3;3668;< 5.000 EW 
2018;60323;27,1;1576;< 5.000 EW 
2018;60324;41,8;1916;< 5.000 EW 
2018;60326;47,6;1700;< 5.000 EW 
2018;60329;29,2;1292;< 5.000 EW 
2018;60341;38,6;1670;< 5.000 EW 
2018;60344;60,3;11753;10.000 - 50.000 EW 
2018;60345;26,9;6301;5.000 - 10.000 EW 
2018;60346;47,5;4095;< 5.000 EW 
2018;60347;27,1;3025;< 5.000 EW 
2018;60348;47,2;3654;< 5.000 EW 
2018;60349;47,5;4413;< 5.000 EW 
2018;60350;48,3;8656;5.000 - 10.000 EW 
2018;60351;27,1;4286;< 5.000 EW 
2018;60608;127,7;7287;5.000 - 10.000 EW 
2018;60611;115,6;4237;< 5.000 EW 
2018;60613;91,1;8310;5.000 - 10.000 EW 
2018;60617;134,1;5483;5.000 - 10.000 EW 
2018;60618;83;1622;< 5.000 EW 
2018;60619;100;3777;< 5.000 EW 
2018;60623;125,3;2878;< 5.000 EW 
2018;60624;103,7;8662;5.000 - 10.000 EW 
2018;60626;68,6;3922;< 5.000 EW 
2018;60628;77,4;2881;< 5.000 EW 
2018;60629;106,2;5581;5.000 - 10.000 EW 
2018;60632;91,1;2413;< 5.000 EW 
2018;60639;65,1;1503;< 5.000 EW 
2018;60641;65,1;1278;< 5.000 EW 
2018;60642;81,4;2167;< 5.000 EW 
2018;60645;70;3202;< 5.000 EW 
2018;60646;171,2;3033;< 5.000 EW 
2018;60647;65,1;702;< 5.000 EW 
2018;60648;104,1;2498;< 5.000 EW 
2018;60651;67,7;2075;< 5.000 EW 
2018;60653;87,4;4789;< 5.000 EW 
2018;60654;97,5;2739;< 5.000 EW 
2018;60655;79,7;2848;< 5.000 EW 
2018;60656;79,7;1661;< 5.000 EW 
2018;60659;67,7;4464;< 5.000 EW 
2018;60660;75,9;3767;< 5.000 EW 
2018;60661;64,3;7243;5.000 - 10.000 EW 
2018;60662;84,8;4962;< 5.000 EW 
2018;60663;67,7;6668;5.000 - 10.000 EW 
2018;60664;90,9;12879;10.000 - 50.000 EW 
2018;60665;83;7360;5.000 - 10.000 EW 
2018;60666;52,3;2751;< 5.000 EW 
2018;60667;113,9;4983;< 5.000 EW 
2018;60668;36,1;3758;< 5.000 EW 
2018;60669;153,1;12258;10.000 - 50.000 EW 
2018;60670;105,4;7081;5.000 - 10.000 EW 
2018;61001;62,9;1630;< 5.000 EW 
2018;61002;24,1;982;< 5.000 EW 
2018;61007;37,2;1387;< 5.000 EW 
2018;61008;25,2;1280;< 5.000 EW 
2018;61012;69,7;2883;< 5.000 EW 
2018;61013;31,1;2228;< 5.000 EW 
2018;61016;38,6;1989;< 5.000 EW 
2018;61017;44;1547;< 5.000 EW 
2018;61019;34,2;1167;< 5.000 EW 
2018;61020;72;1367;< 5.000 EW 
2018;61021;55;2281;< 5.000 EW 
2018;61024;24,1;2036;< 5.000 EW 
2018;61027;42,1;1603;< 5.000 EW 
2018;61030;34,2;1730;< 5.000 EW 
2018;61032;24,1;1966;< 5.000 EW 
2018;61033;46;2336;< 5.000 EW 
2018;61043;65,6;3907;< 5.000 EW 
2018;61045;97,2;6525;5.000 - 10.000 EW 
2018;61049;44,8;2408;< 5.000 EW 
2018;61050;44,8;3195;< 5.000 EW 
2018;61051;34,2;2810;< 5.000 EW 
2018;61052;47,1;2920;< 5.000 EW 
2018;61053;95,2;13362;10.000 - 50.000 EW 
2018;61054;27;3536;< 5.000 EW 
2018;61055;42,1;1602;< 5.000 EW 
2018;61057;25,2;2366;< 5.000 EW 
2018;61059;62,9;5749;5.000 - 10.000 EW 
2018;61611;52,6;2448;< 5.000 EW 
2018;61612;52,2;3218;< 5.000 EW 
2018;61615;52,2;2191;< 5.000 EW 
2018;61618;70,4;1721;< 5.000 EW 
2018;61624;53,8;3211;< 5.000 EW 
2018;61625;72,2;9617;5.000 - 10.000 EW 
2018;61626;61,4;5816;5.000 - 10.000 EW 
2018;61629;34,7;1004;< 5.000 EW 
2018;61631;52,1;9601;5.000 - 10.000 EW 
2018;61633;56,3;4324;< 5.000 EW 
2018;61701;72,5;2268;< 5.000 EW 
2018;61710;31,4;1213;< 5.000 EW 
2018;61716;19,3;2996;< 5.000 EW 
2018;61719;65,1;2379;< 5.000 EW 
2018;61727;62,4;2555;< 5.000 EW 
2018;61729;46,6;2137;< 5.000 EW 
2018;61730;73,4;2273;< 5.000 EW 
2018;61731;46,3;1334;< 5.000 EW 
2018;61740;31,4;2035;< 5.000 EW 
2018;61746;48;4209;< 5.000 EW 
2018;61748;31,3;4485;< 5.000 EW 
2018;61751;46,3;2467;< 5.000 EW 
2018;61760;65,1;11525;10.000 - 50.000 EW 
2018;61761;46,3;1654;< 5.000 EW 
2018;61762;21,5;2199;< 5.000 EW 
2018;61763;34,7;4379;< 5.000 EW 
2018;61764;35,4;3862;< 5.000 EW 
2018;61765;35,7;5668;5.000 - 10.000 EW 
2018;61766;103,2;11993;10.000 - 50.000 EW 
2018;62125;46,8;2586;< 5.000 EW 
2018;62232;15,3;1593;< 5.000 EW 
2018;62252;27,5;1466;< 5.000 EW 
2018;62266;22,2;2367;< 5.000 EW 
2018;62269;19,9;2115;< 5.000 EW 
2018;62271;29,7;3778;< 5.000 EW 
2018;62311;19;1362;< 5.000 EW 
2018;62314;19;1392;< 5.000 EW 
2018;62330;13;1611;< 5.000 EW 
2018;62343;13;1360;< 5.000 EW 
2018;62377;13;1767;< 5.000 EW 
2018;62380;16,3;5977;5.000 - 10.000 EW 
2018;62381;31;3189;< 5.000 EW 
2018;62382;28,4;4634;< 5.000 EW 
2018;62383;24,8;3508;< 5.000 EW 
2018;62384;26,2;3095;< 5.000 EW 
2018;62385;31;2534;< 5.000 EW 
2018;62388;13;2897;< 5.000 EW 
2018;62389;26,2;3788;< 5.000 EW 
2019;20101;129,9;104866;> 50.000 EW 
2019;20201;147;65600;> 50.000 EW 
2019;20402;71,9;8243;5.000 - 10.000 EW 
2019;20403;44,2;2533;< 5.000 EW 
2019;20405;58,2;7464;5.000 - 10.000 EW 
2019;20409;54,5;3063;< 5.000 EW 
2019;20412;100,9;2436;< 5.000 EW 
2019;20414;63;3155;< 5.000 EW 
2019;20415;178,1;3525;< 5.000 EW 
2019;20416;44,2;1791;< 5.000 EW 
2019;20417;85,6;2719;< 5.000 EW 
2019;20418;100,4;4006;< 5.000 EW 
2019;20419;162,7;1648;< 5.000 EW 
2019;20421;75,9;4594;< 5.000 EW 
2019;20424;185,6;2941;< 5.000 EW 
2019;20425;56,5;3303;< 5.000 EW 
2019;20428;32,1;1088;< 5.000 EW 
2019;20432;61,8;2681;< 5.000 EW 
2019;20435;75,9;2226;< 5.000 EW 
2019;20441;32,1;584;< 5.000 EW 
2019;20442;53,8;3708;< 5.000 EW 
2019;20501;51,6;4920;< 5.000 EW 
2019;20502;38,3;2757;< 5.000 EW 
2019;20504;38,3;1223;< 5.000 EW 
2019;20512;38,3;1957;< 5.000 EW 
2019;20515;48,7;3411;< 5.000 EW 
2019;20520;37,2;1320;< 5.000 EW 
2019;20523;69,7;3620;< 5.000 EW 
2019;20527;75,8;12264;10.000 - 50.000 EW 
2019;20534;73,8;3595;< 5.000 EW 
2019;20721;46,5;1905;< 5.000 EW 
2019;20722;46,5;4342;< 5.000 EW 
2019;20725;64,8;9098;5.000 - 10.000 EW 
2019;20727;67,1;5650;5.000 - 10.000 EW 
2019;20801;27,6;3989;< 5.000 EW 
2019;20802;38,8;789;< 5.000 EW 
2019;20803;38,8;5914;5.000 - 10.000 EW 
