JAHR;MONAT;ZAEHLSTELLE;FAHRZEUGKLASSE;ANZAHL
2020;12;668;Kfz > 3,5t hzG;1767.0
2020;12;668;Kfz <= 3,5t hzG;13055.0
2020;12;674;Kfz > 3,5t hzG;1510.0
2020;12;8126;Kfz;14316.0
2020;12;8126;Kfz > 3,5t hzG;1683.0
2020;12;8126;Kfz <= 3,5t hzG;12633.0
2020;12;382;Kfz;14441.0
2020;12;382;Kfz > 3,5t hzG;1557.0
2020;12;382;Kfz <= 3,5t hzG;12884.0
2020;12;601;Kfz > 3,5t hzG;481.0
2020;12;183;Kfz;26025.0
2020;12;183;Kfz > 3,5t hzG;6981.0
2020;12;183;Kfz <= 3,5t hzG;19044.0
2020;12;8045;Kfz;17117.0
2020;12;8045;Kfz > 3,5t hzG;6292.0
2020;12;8045;Kfz <= 3,5t hzG;10825.0
2020;12;287;Kfz;10702.0
2020;12;287;Kfz > 3,5t hzG;6168.0
2020;12;287;Kfz <= 3,5t hzG;4534.0
2020;12;307;Kfz;10818.0
2020;12;307;Kfz > 3,5t hzG;6221.0
2020;12;307;Kfz <= 3,5t hzG;4597.0
2020;12;521;Kfz;9214.0
2020;12;521;Kfz > 3,5t hzG;1162.0
2020;12;521;Kfz <= 3,5t hzG;8052.0
2020;12;550;Kfz;15310.0
2020;12;550;Kfz > 3,5t hzG;3377.0
2020;12;550;Kfz <= 3,5t hzG;11933.0
2020;12;710;Kfz;20438.0
2020;12;710;Kfz > 3,5t hzG;3381.0
2020;12;710;Kfz <= 3,5t hzG;17057.0
2020;12;559;Kfz;40207.0
2020;12;559;Kfz > 3,5t hzG;3689.0
2020;12;559;Kfz <= 3,5t hzG;36518.0
2020;12;697;Kfz;34109.0
2020;12;697;Kfz > 3,5t hzG;2938.0
2020;12;697;Kfz <= 3,5t hzG;31171.0
2020;12;714;Kfz;39997.0
2020;12;714;Kfz > 3,5t hzG;2990.0
2020;12;714;Kfz <= 3,5t hzG;37007.0
2020;12;572;Kfz;40219.0
2020;12;572;Kfz > 3,5t hzG;3247.0
2020;12;572;Kfz <= 3,5t hzG;36972.0
2020;12;578;Kfz;28347.0
2020;12;578;Kfz > 3,5t hzG;2660.0
2020;12;578;Kfz <= 3,5t hzG;25687.0
2020;12;703;Kfz > 3,5t hzG;3145.0
2020;12;584;Kfz;35102.0
2020;12;584;Kfz > 3,5t hzG;2802.0
2020;12;584;Kfz <= 3,5t hzG;32300.0
2020;12;560;Kfz;23584.0
2020;12;560;Kfz > 3,5t hzG;2493.0
2020;12;560;Kfz <= 3,5t hzG;21091.0
2020;12;566;Kfz;20285.0
2020;12;566;Kfz > 3,5t hzG;2000.0
2020;12;566;Kfz <= 3,5t hzG;18285.0
2020;12;596;Kfz;20414.0
2020;12;596;Kfz > 3,5t hzG;1795.0
2020;12;596;Kfz <= 3,5t hzG;18619.0
2020;12;602;Kfz;17424.0
2020;12;602;Kfz > 3,5t hzG;1605.0
2020;12;602;Kfz <= 3,5t hzG;15819.0
2020;12;709;Kfz;16419.0
2020;12;709;Kfz > 3,5t hzG;1578.0
2020;12;709;Kfz <= 3,5t hzG;14841.0
2020;12;763;Kfz;38248.0
2020;12;763;Kfz > 3,5t hzG;7101.0
2020;12;763;Kfz <= 3,5t hzG;31147.0
2020;12;720;Kfz;31801.0
2020;12;720;Kfz > 3,5t hzG;7095.0
2020;12;720;Kfz <= 3,5t hzG;24706.0
2020;12;411;Kfz;32496.0
2020;12;411;Kfz > 3,5t hzG;6978.0
2020;12;411;Kfz <= 3,5t hzG;25518.0
2020;12;417;Kfz;33512.0
2020;12;417;Kfz > 3,5t hzG;7068.0
2020;12;417;Kfz <= 3,5t hzG;26444.0
2020;12;396;Kfz;67291.0
2020;12;396;Kfz > 3,5t hzG;8401.0
2020;12;396;Kfz <= 3,5t hzG;58890.0
2020;12;734;Kfz;87387.0
2020;12;734;Kfz > 3,5t hzG;3960.0
2020;12;734;Kfz <= 3,5t hzG;83427.0
2020;12;907;Kfz;88611.0
2020;12;907;Kfz > 3,5t hzG;3952.0
2020;12;907;Kfz <= 3,5t hzG;84659.0
2020;12;775;Kfz;81534.0
2020;12;775;Kfz > 3,5t hzG;3978.0
2020;12;775;Kfz <= 3,5t hzG;77556.0
2020;12;742;Kfz;71748.0
2020;12;742;Kfz > 3,5t hzG;3518.0
2020;12;742;Kfz <= 3,5t hzG;68230.0
2020;12;421;Kfz;53741.0
2020;12;421;Kfz > 3,5t hzG;3084.0
2020;12;421;Kfz <= 3,5t hzG;50657.0
2020;12;785;Kfz;47891.0
2020;12;785;Kfz > 3,5t hzG;3050.0
2020;12;785;Kfz <= 3,5t hzG;44841.0
2020;12;39;Kfz;48503.0
2020;12;39;Kfz > 3,5t hzG;3832.0
2020;12;39;Kfz <= 3,5t hzG;44671.0
2020;12;793;Kfz;46225.0
2020;12;793;Kfz > 3,5t hzG;3723.0
2020;12;793;Kfz <= 3,5t hzG;42502.0
2020;12;798;Kfz;44715.0
2020;12;798;Kfz > 3,5t hzG;3742.0
2020;12;798;Kfz <= 3,5t hzG;40973.0
2020;12;1074;Kfz > 3,5t hzG;1582.0
2020;12;920;Kfz;52493.0
2020;12;920;Kfz > 3,5t hzG;1635.0
2020;12;920;Kfz <= 3,5t hzG;50858.0
2020;12;708;Kfz;98273.0
2020;12;708;Kfz > 3,5t hzG;6558.0
2020;12;708;Kfz <= 3,5t hzG;91715.0
2020;12;750;Kfz;111588.0
2020;12;750;Kfz > 3,5t hzG;7028.0
2020;12;750;Kfz <= 3,5t hzG;104560.0
2020;12;928;Kfz > 3,5t hzG;7373.0
2020;12;627;Kfz > 3,5t hzG;7388.0
2020;12;1076;Kfz;139933.0
2020;12;1076;Kfz > 3,5t hzG;9348.0
2020;12;1076;Kfz <= 3,5t hzG;130585.0
2020;12;940;Kfz;140672.0
2020;12;940;Kfz > 3,5t hzG;9560.0
2020;12;940;Kfz <= 3,5t hzG;131112.0
2020;12;949;Kfz;57911.0
2020;12;949;Kfz > 3,5t hzG;5547.0
2020;12;949;Kfz <= 3,5t hzG;52364.0
2020;12;772;Kfz;36353.0
2020;12;772;Kfz > 3,5t hzG;7392.0
2020;12;772;Kfz <= 3,5t hzG;28961.0
2020;12;231;Kfz;42331.0
2020;12;231;Kfz > 3,5t hzG;8776.0
2020;12;231;Kfz <= 3,5t hzG;33555.0
2020;12;778;Kfz;41668.0
2020;12;778;Kfz > 3,5t hzG;8709.0
2020;12;778;Kfz <= 3,5t hzG;32959.0
2020;12;243;Kfz;42193.0
2020;12;243;Kfz > 3,5t hzG;8423.0
2020;12;243;Kfz <= 3,5t hzG;33770.0
2020;12;392;Kfz;52399.0
2020;12;392;Kfz > 3,5t hzG;9711.0
2020;12;392;Kfz <= 3,5t hzG;42688.0
2020;12;311;Kfz;59342.0
2020;12;311;Kfz > 3,5t hzG;9679.0
2020;12;311;Kfz <= 3,5t hzG;49663.0
2020;12;320;Kfz;50216.0
2020;12;320;Kfz > 3,5t hzG;9222.0
2020;12;320;Kfz <= 3,5t hzG;40994.0
2020;12;329;Kfz;51111.0
2020;12;329;Kfz > 3,5t hzG;8639.0
2020;12;329;Kfz <= 3,5t hzG;42472.0
2020;12;891;Kfz;42465.0
2020;12;891;Kfz > 3,5t hzG;8229.0
2020;12;891;Kfz <= 3,5t hzG;34236.0
2020;12;335;Kfz;49850.0
2020;12;335;Kfz > 3,5t hzG;8586.0
2020;12;335;Kfz <= 3,5t hzG;41264.0
2020;12;344;Kfz;48197.0
2020;12;344;Kfz > 3,5t hzG;8326.0
2020;12;344;Kfz <= 3,5t hzG;39871.0
2020;12;711;Kfz;26363.936
2020;12;711;Kfz > 3,5t hzG;4019.0
2020;12;711;Kfz <= 3,5t hzG;22344.936
2020;12;800;Kfz;17313.742
2020;12;800;Kfz > 3,5t hzG;1541.0
2020;12;800;Kfz <= 3,5t hzG;15772.742
2020;12;960;Kfz;20095.773
2020;12;960;Kfz > 3,5t hzG;1817.0
2020;12;960;Kfz <= 3,5t hzG;18278.773
2020;12;620;Kfz;37113.16
2020;12;620;Kfz > 3,5t hzG;4402.0
2020;12;620;Kfz <= 3,5t hzG;32711.162
2020;12;2245;Kfz;9119.0
2020;12;2245;Kfz > 3,5t hzG;1278.0
2020;12;2245;Kfz <= 3,5t hzG;7841.0
2020;12;538;Kfz;14886.0
2020;12;538;Kfz > 3,5t hzG;632.0
2020;12;538;Kfz <= 3,5t hzG;14254.0
2020;12;89;Kfz;14876.0
2020;12;89;Kfz > 3,5t hzG;806.0
2020;12;89;Kfz <= 3,5t hzG;14070.0
2020;12;544;Kfz;18537.0
2020;12;544;Kfz > 3,5t hzG;1052.0
2020;12;544;Kfz <= 3,5t hzG;17485.0
2020;12;461;Kfz;25147.0
2020;12;461;Kfz > 3,5t hzG;2573.0
2020;12;461;Kfz <= 3,5t hzG;22574.0
2020;12;554;Kfz;17869.0
2020;12;554;Kfz > 3,5t hzG;2047.0
2020;12;554;Kfz <= 3,5t hzG;15822.0
2020;12;469;Kfz;22844.0
2020;12;469;Kfz > 3,5t hzG;1467.0
2020;12;469;Kfz <= 3,5t hzG;21377.0
2020;12;941;Kfz;17371.0
2020;12;941;Kfz > 3,5t hzG;1267.0
2020;12;941;Kfz <= 3,5t hzG;16104.0
2020;12;43;Kfz;12534.0
2020;12;43;Kfz > 3,5t hzG;1195.0
2020;12;43;Kfz <= 3,5t hzG;11339.0
2020;12;478;Kfz;12760.0
2020;12;478;Kfz > 3,5t hzG;1179.0
2020;12;478;Kfz <= 3,5t hzG;11581.0
2020;12;484;Kfz;17656.0
2020;12;484;Kfz > 3,5t hzG;1393.0
2020;12;484;Kfz <= 3,5t hzG;16263.0
2020;12;490;Kfz;18481.0
2020;12;490;Kfz > 3,5t hzG;1428.0
2020;12;490;Kfz <= 3,5t hzG;17053.0
2020;12;380;Kfz;15020.0
2020;12;380;Kfz > 3,5t hzG;1424.0
2020;12;380;Kfz <= 3,5t hzG;13596.0
2020;12;784;Kfz;11908.0
2020;12;784;Kfz > 3,5t hzG;1178.0
2020;12;784;Kfz <= 3,5t hzG;10730.0
2020;12;365;Kfz;14194.0
2020;12;365;Kfz > 3,5t hzG;1908.0
2020;12;365;Kfz <= 3,5t hzG;12286.0
2020;12;359;Kfz;13157.0
2020;12;359;Kfz > 3,5t hzG;1871.0
2020;12;359;Kfz <= 3,5t hzG;11286.0
2020;12;352;Kfz;13379.0
2020;12;352;Kfz > 3,5t hzG;1858.0
2020;12;352;Kfz <= 3,5t hzG;11521.0
2020;12;346;Kfz;7607.0
2020;12;346;Kfz > 3,5t hzG;1663.0
2020;12;346;Kfz <= 3,5t hzG;5944.0
2020;12;8156;Kfz > 3,5t hzG;1375.0
2020;12;680;Kfz;8753.0
2020;12;680;Kfz > 3,5t hzG;1291.0
2020;12;680;Kfz <= 3,5t hzG;7462.0
2020;12;686;Kfz;6246.0
2020;12;686;Kfz > 3,5t hzG;1191.0
2020;12;686;Kfz <= 3,5t hzG;5055.0
2020;12;691;Kfz;5999.0
2020;12;691;Kfz > 3,5t hzG;1208.0
2020;12;691;Kfz <= 3,5t hzG;4791.0
2020;12;8081;Kfz > 3,5t hzG;1141.0
2020;12;9990;Kfz > 3,5t hzG;1199.0
2020;12;715;Kfz;6142.0
2020;12;715;Kfz > 3,5t hzG;1206.0
2020;12;715;Kfz <= 3,5t hzG;4936.0
2020;12;719;Kfz;6955.0
2020;12;719;Kfz > 3,5t hzG;1204.0
2020;12;719;Kfz <= 3,5t hzG;5751.0
2020;12;92;Kfz;13516.0
2020;12;92;Kfz > 3,5t hzG;553.0
2020;12;92;Kfz <= 3,5t hzG;12963.0
2020;12;532;Kfz;18135.0
2020;12;532;Kfz > 3,5t hzG;974.0
2020;12;532;Kfz <= 3,5t hzG;17161.0
2020;12;3094;Kfz > 3,5t hzG;764.0
2020;12;485;Kfz > 3,5t hzG;748.0
2020;12;98;Kfz;8973.0
2020;12;98;Kfz > 3,5t hzG;641.0
2020;12;98;Kfz <= 3,5t hzG;8332.0
2020;12;104;Kfz;7339.0
2020;12;104;Kfz > 3,5t hzG;557.0
2020;12;104;Kfz <= 3,5t hzG;6782.0
2020;12;52;Kfz;23173.0
2020;12;52;Kfz > 3,5t hzG;2732.0
2020;12;52;Kfz <= 3,5t hzG;20441.0
2020;12;434;Kfz;22735.0
2020;12;434;Kfz > 3,5t hzG;2709.0
2020;12;434;Kfz <= 3,5t hzG;20026.0
2020;12;441;Kfz;22332.0
2020;12;441;Kfz > 3,5t hzG;2510.0
2020;12;441;Kfz <= 3,5t hzG;19822.0
2020;12;659;Kfz;13932.0
2020;12;659;Kfz > 3,5t hzG;1775.0
2020;12;659;Kfz <= 3,5t hzG;12157.0
2020;12;453;Kfz;13305.0
2020;12;453;Kfz > 3,5t hzG;1094.0
2020;12;453;Kfz <= 3,5t hzG;12211.0
2020;12;502;Kfz;11435.0
2020;12;502;Kfz > 3,5t hzG;1023.0
2020;12;502;Kfz <= 3,5t hzG;10412.0
2020;12;364;Kfz;14195.0
2020;12;364;Kfz > 3,5t hzG;1065.0
2020;12;364;Kfz <= 3,5t hzG;13130.0
2020;12;368;Kfz > 3,5t hzG;1087.0
2020;12;508;Kfz;15089.0
2020;12;508;Kfz > 3,5t hzG;1556.0
2020;12;508;Kfz <= 3,5t hzG;13533.0
2020;12;514;Kfz;14073.0
2020;12;514;Kfz > 3,5t hzG;1487.0
2020;12;514;Kfz <= 3,5t hzG;12586.0
2020;12;520;Kfz;14323.0
2020;12;520;Kfz > 3,5t hzG;1079.0
2020;12;520;Kfz <= 3,5t hzG;13244.0
2020;12;165;Kfz;13620.0
2020;12;165;Kfz > 3,5t hzG;915.0
2020;12;165;Kfz <= 3,5t hzG;12705.0
2021;01;955;Kfz;17352.0
2021;01;955;Kfz > 3,5t hzG;361.0
2021;01;955;Kfz <= 3,5t hzG;16991.0
2021;01;751;Kfz;16793.0
2021;01;751;Kfz > 3,5t hzG;411.0
2021;01;751;Kfz <= 3,5t hzG;16382.0
2021;01;385;Kfz;44115.0
2021;01;385;Kfz > 3,5t hzG;7646.0
2021;01;385;Kfz <= 3,5t hzG;36469.0
2021;01;754;Kfz;46248.0
2021;01;754;Kfz > 3,5t hzG;7522.0
2021;01;754;Kfz <= 3,5t hzG;38726.0
2021;01;403;Kfz;40505.0
2021;01;403;Kfz > 3,5t hzG;7668.0
2021;01;403;Kfz <= 3,5t hzG;32837.0
2021;01;409;Kfz;45457.0
2021;01;409;Kfz > 3,5t hzG;7700.0
2021;01;409;Kfz <= 3,5t hzG;37757.0
2021;01;415;Kfz;51476.0
2021;01;415;Kfz > 3,5t hzG;9244.0
2021;01;415;Kfz <= 3,5t hzG;42232.0
2021;01;423;Kfz;40574.0
2021;01;423;Kfz > 3,5t hzG;8726.0
2021;01;423;Kfz <= 3,5t hzG;31848.0
2021;01;961;Kfz;41108.0
2021;01;961;Kfz > 3,5t hzG;8735.0
2021;01;961;Kfz <= 3,5t hzG;32373.0
2021;01;431;Kfz;37741.0
2021;01;431;Kfz > 3,5t hzG;8602.0
2021;01;431;Kfz <= 3,5t hzG;29139.0
2021;01;977;Kfz;37417.0
2021;01;977;Kfz > 3,5t hzG;8513.0
2021;01;977;Kfz <= 3,5t hzG;28904.0
2021;01;983;Kfz;35925.0
2021;01;983;Kfz > 3,5t hzG;8351.0
2021;01;253;Kfz > 3,5t hzG;4411.0
2021;01;983;Kfz <= 3,5t hzG;27574.0
2021;01;439;Kfz > 3,5t hzG;8443.0
2021;01;991;Kfz > 3,5t hzG;8697.0
2021;01;999;Kfz > 3,5t hzG;8740.0
2021;01;450;Kfz;37534.0
2021;01;450;Kfz > 3,5t hzG;8646.0
2021;01;450;Kfz <= 3,5t hzG;28888.0
2021;01;978;Kfz;42935.0
2021;01;978;Kfz > 3,5t hzG;8685.0
2021;01;978;Kfz <= 3,5t hzG;34250.0
2021;01;507;Kfz;58001.0
2021;01;507;Kfz > 3,5t hzG;10844.0
2021;01;507;Kfz <= 3,5t hzG;47157.0
2021;01;4122;Kfz;69354.0
2021;01;4122;Kfz > 3,5t hzG;12365.0
2021;01;4122;Kfz <= 3,5t hzG;56989.0
2021;01;110;Kfz;68707.0
2021;01;110;Kfz > 3,5t hzG;12367.0
2021;01;110;Kfz <= 3,5t hzG;56340.0
2021;01;483;Kfz;28334.0
2021;01;483;Kfz > 3,5t hzG;4539.0
2021;01;483;Kfz <= 3,5t hzG;23795.0
2021;01;120;Kfz;34975.0
2021;01;120;Kfz > 3,5t hzG;5203.0
2021;01;120;Kfz <= 3,5t hzG;29772.0
2021;01;128;Kfz;29754.0
2021;01;128;Kfz > 3,5t hzG;5017.0
2021;01;128;Kfz <= 3,5t hzG;24737.0
2021;01;253;Kfz;27349.0
2021;01;253;Kfz <= 3,5t hzG;22938.0
2021;01;259;Kfz;19102.0
2021;01;259;Kfz > 3,5t hzG;3860.0
2021;01;259;Kfz <= 3,5t hzG;15242.0
2021;01;137;Kfz;20888.0
2021;01;137;Kfz > 3,5t hzG;3707.0
2021;01;137;Kfz <= 3,5t hzG;17181.0
2021;01;144;Kfz;19335.0
2021;01;144;Kfz > 3,5t hzG;3518.0
2021;01;144;Kfz <= 3,5t hzG;15817.0
2021;01;265;Kfz;22625.0
2021;01;265;Kfz > 3,5t hzG;3481.0
2021;01;265;Kfz <= 3,5t hzG;19144.0
2021;01;272;Kfz;27496.0
2021;01;272;Kfz > 3,5t hzG;3741.0
2021;01;272;Kfz <= 3,5t hzG;23755.0
2021;01;492;Kfz;39310.0
2021;01;492;Kfz > 3,5t hzG;4595.0
2021;01;492;Kfz <= 3,5t hzG;34715.0
2021;01;82;Kfz;50291.0
2021;01;82;Kfz > 3,5t hzG;5282.0
2021;01;82;Kfz <= 3,5t hzG;45009.0
2021;01;286;Kfz;53107.0
2021;01;286;Kfz > 3,5t hzG;5836.0
2021;01;286;Kfz <= 3,5t hzG;47271.0
2021;01;305;Kfz;47074.0
2021;01;305;Kfz > 3,5t hzG;4921.0
2021;01;305;Kfz <= 3,5t hzG;42153.0
2021;01;277;Kfz;41499.0
2021;01;277;Kfz > 3,5t hzG;5175.0
2021;01;277;Kfz <= 3,5t hzG;36324.0
2021;01;5022;Kfz;14791.0
2021;01;5022;Kfz > 3,5t hzG;4986.0
2021;01;5022;Kfz <= 3,5t hzG;9805.0
2021;01;633;Kfz <= 3,5t hzG;13482.0
2021;01;190;Kfz;112096.0
2021;01;190;Kfz > 3,5t hzG;6581.0
2021;01;190;Kfz <= 3,5t hzG;105515.0
2021;01;242;Kfz;113956.0
2021;01;242;Kfz > 3,5t hzG;10945.0
2021;01;242;Kfz <= 3,5t hzG;103011.0
2021;01;273;Kfz;99862.0
2021;01;273;Kfz > 3,5t hzG;9201.0
2021;01;273;Kfz <= 3,5t hzG;90661.0
2021;01;318;Kfz;76979.0
2021;01;318;Kfz > 3,5t hzG;7576.0
2021;01;318;Kfz <= 3,5t hzG;69403.0
2021;01;394;Kfz;66275.0
2021;01;394;Kfz > 3,5t hzG;6765.0
2021;01;394;Kfz <= 3,5t hzG;59510.0
2021;01;543;Kfz;57107.0
2021;01;543;Kfz > 3,5t hzG;6579.0
2021;01;543;Kfz <= 3,5t hzG;50528.0
2021;01;505;Kfz;49741.0
2021;01;505;Kfz > 3,5t hzG;6320.0
2021;01;505;Kfz <= 3,5t hzG;43421.0
2021;01;517;Kfz;45456.0
2021;01;517;Kfz > 3,5t hzG;5782.0
2021;01;517;Kfz <= 3,5t hzG;39674.0
2021;01;11;Kfz;24611.0
2021;01;11;Kfz > 3,5t hzG;4489.0
2021;01;11;Kfz <= 3,5t hzG;20122.0
2021;01;615;Kfz;22741.0
2021;01;615;Kfz > 3,5t hzG;4290.0
2021;01;615;Kfz <= 3,5t hzG;18451.0
2021;01;633;Kfz;17591.0
2021;01;633;Kfz > 3,5t hzG;4109.0
2021;01;244;Kfz;16285.0
2021;01;244;Kfz > 3,5t hzG;4106.0
2021;01;244;Kfz <= 3,5t hzG;12179.0
2021;01;348;Kfz;18473.0
2021;01;348;Kfz > 3,5t hzG;4434.0
2021;01;348;Kfz <= 3,5t hzG;14039.0
2021;01;354;Kfz;18680.0
2021;01;354;Kfz > 3,5t hzG;4480.0
2021;01;354;Kfz <= 3,5t hzG;14200.0
2021;01;361;Kfz;21052.0
2021;01;361;Kfz > 3,5t hzG;4805.0
2021;01;361;Kfz <= 3,5t hzG;16247.0
2021;01;828;Kfz;23208.0
2021;01;828;Kfz > 3,5t hzG;4971.0
2021;01;828;Kfz <= 3,5t hzG;18237.0
2021;01;373;Kfz;29922.0
2021;01;373;Kfz > 3,5t hzG;5584.0
2021;01;373;Kfz <= 3,5t hzG;24338.0
2021;01;858;Kfz;38194.0
2021;01;858;Kfz > 3,5t hzG;6105.0
2021;01;858;Kfz <= 3,5t hzG;32089.0
2021;01;480;Kfz;47161.0
2021;01;480;Kfz > 3,5t hzG;6475.0
2021;01;480;Kfz <= 3,5t hzG;40686.0
2021;01;877;Kfz;45638.0
2021;01;877;Kfz > 3,5t hzG;6016.0
2021;01;877;Kfz <= 3,5t hzG;39622.0
2021;01;886;Kfz;35970.0
2021;01;886;Kfz > 3,5t hzG;4165.0
2021;01;886;Kfz <= 3,5t hzG;31805.0
2021;01;387;Kfz;29646.0
2021;01;387;Kfz > 3,5t hzG;3779.0
2021;01;387;Kfz <= 3,5t hzG;25867.0
2021;01;395;Kfz;12340.0
2021;01;395;Kfz > 3,5t hzG;2741.0
2021;01;395;Kfz <= 3,5t hzG;9599.0
2021;01;530;Kfz;10982.0
2021;01;530;Kfz > 3,5t hzG;2800.0
2021;01;530;Kfz <= 3,5t hzG;8182.0
2021;01;534;Kfz;12121.0
2021;01;534;Kfz > 3,5t hzG;3005.0
2021;01;534;Kfz <= 3,5t hzG;9116.0
2021;01;542;Kfz;14179.0
2021;01;542;Kfz > 3,5t hzG;3080.0
2021;01;542;Kfz <= 3,5t hzG;11099.0
2021;01;551;Kfz > 3,5t hzG;3082.0
2021;01;588;Kfz > 3,5t hzG;3698.0
2021;01;558;Kfz;13386.0
2021;01;558;Kfz > 3,5t hzG;2907.0
2021;01;558;Kfz <= 3,5t hzG;10479.0
2021;01;563;Kfz;17689.0
2021;01;563;Kfz > 3,5t hzG;3053.0
2021;01;563;Kfz <= 3,5t hzG;14636.0
2021;01;212;Kfz;17999.0
2021;01;212;Kfz > 3,5t hzG;3311.0
2021;01;212;Kfz <= 3,5t hzG;14688.0
2021;01;569;Kfz;21749.0
2021;01;569;Kfz > 3,5t hzG;3577.0
2021;01;569;Kfz <= 3,5t hzG;18172.0
2021;01;576;Kfz;23277.0
2021;01;576;Kfz > 3,5t hzG;3595.0
2021;01;576;Kfz <= 3,5t hzG;19682.0
2021;01;585;Kfz;22780.0
2021;01;585;Kfz > 3,5t hzG;3553.0
2021;01;585;Kfz <= 3,5t hzG;19227.0
2021;01;54;Kfz;21039.0
2021;01;54;Kfz > 3,5t hzG;3530.0
2021;01;54;Kfz <= 3,5t hzG;17509.0
2021;01;591;Kfz;20458.0
2021;01;591;Kfz > 3,5t hzG;3533.0
2021;01;591;Kfz <= 3,5t hzG;16925.0
2021;01;60;Kfz;18754.0
2021;01;60;Kfz > 3,5t hzG;3359.0
2021;01;60;Kfz <= 3,5t hzG;15395.0
2021;01;581;Kfz;17848.0
2021;01;581;Kfz > 3,5t hzG;4132.0
2021;01;581;Kfz <= 3,5t hzG;13716.0
2021;01;588;Kfz;10106.0
2021;01;588;Kfz <= 3,5t hzG;6408.0
2021;01;595;Kfz;4707.0
2021;01;595;Kfz > 3,5t hzG;3517.0
2021;01;595;Kfz <= 3,5t hzG;1190.0
2021;01;524;Kfz;24126.0
2021;01;524;Kfz > 3,5t hzG;1270.0
2021;01;524;Kfz <= 3,5t hzG;22856.0
2021;01;55;Kfz;21943.0
2021;01;55;Kfz > 3,5t hzG;1267.0
2021;01;55;Kfz <= 3,5t hzG;20676.0
2021;01;526;Kfz;21704.0
2021;01;526;Kfz > 3,5t hzG;1167.0
2021;01;526;Kfz <= 3,5t hzG;20537.0
2021;01;86;Kfz;47022.0
2021;01;86;Kfz > 3,5t hzG;3566.0
2021;01;86;Kfz <= 3,5t hzG;43456.0
2021;01;47;Kfz;37792.0
2021;01;47;Kfz > 3,5t hzG;3188.0
2021;01;47;Kfz <= 3,5t hzG;34604.0
2021;01;136;Kfz;43453.0
2021;01;136;Kfz > 3,5t hzG;7477.0
2021;01;136;Kfz <= 3,5t hzG;35976.0
2021;01;980;Kfz;37606.0
2021;01;980;Kfz > 3,5t hzG;7196.0
2021;01;980;Kfz <= 3,5t hzG;30410.0
2021;01;17;Kfz > 3,5t hzG;7069.0
2021;01;23;Kfz;32014.0
2021;01;23;Kfz > 3,5t hzG;7198.0
2021;01;23;Kfz <= 3,5t hzG;24816.0
2021;01;29;Kfz;25432.0
2021;01;29;Kfz > 3,5t hzG;7240.0
2021;01;29;Kfz <= 3,5t hzG;18192.0
2021;01;61;Kfz;26191.0
2021;01;61;Kfz > 3,5t hzG;5009.0
2021;01;61;Kfz <= 3,5t hzG;21182.0
2021;01;67;Kfz;19947.0
2021;01;67;Kfz > 3,5t hzG;4668.0
2021;01;67;Kfz <= 3,5t hzG;15279.0
2021;01;479;Kfz;17508.0
2021;01;479;Kfz > 3,5t hzG;4506.0
2021;01;479;Kfz <= 3,5t hzG;13002.0
2021;01;75;Kfz;15101.0
2021;01;75;Kfz > 3,5t hzG;4487.0
2021;01;75;Kfz <= 3,5t hzG;10614.0
2021;01;35;Kfz;24240.129
2021;01;35;Kfz > 3,5t hzG;3393.0
2021;01;35;Kfz <= 3,5t hzG;20847.129
2021;01;390;Kfz;18581.645
2021;01;390;Kfz > 3,5t hzG;3126.0
2021;01;390;Kfz <= 3,5t hzG;15455.6455
2021;01;437;Kfz;11818.0
2021;01;437;Kfz > 3,5t hzG;2874.0
2021;01;437;Kfz <= 3,5t hzG;8944.0
2021;01;443;Kfz;5735.0
2021;01;443;Kfz > 3,5t hzG;2692.0
2021;01;443;Kfz <= 3,5t hzG;3043.0
2021;01;4;Kfz;4463.0
2021;01;4;Kfz > 3,5t hzG;2713.0
2021;01;4;Kfz <= 3,5t hzG;1750.0
2021;01;756;Kfz;9681.0
2021;01;756;Kfz > 3,5t hzG;2480.0
2021;01;756;Kfz <= 3,5t hzG;7201.0
2021;01;762;Kfz;7025.0
2021;01;762;Kfz > 3,5t hzG;2290.0
2021;01;762;Kfz <= 3,5t hzG;4735.0
2021;01;649;Kfz > 3,5t hzG;4230.0
2021;01;282;Kfz;66225.0
2021;01;282;Kfz > 3,5t hzG;4062.0
2021;01;282;Kfz <= 3,5t hzG;62163.0
2021;01;300;Kfz > 3,5t hzG;4067.0
2021;01;334;Kfz;61128.0
2021;01;334;Kfz > 3,5t hzG;4198.0
2021;01;334;Kfz <= 3,5t hzG;56930.0
2021;01;657;Kfz;48055.0
2021;01;657;Kfz > 3,5t hzG;2786.0
2021;01;657;Kfz <= 3,5t hzG;45269.0
2021;01;675;Kfz;36922.0
2021;01;675;Kfz > 3,5t hzG;2257.0
2021;01;675;Kfz <= 3,5t hzG;34665.0
2021;01;153;Kfz;27194.0
2021;01;153;Kfz > 3,5t hzG;2187.0
2021;01;153;Kfz <= 3,5t hzG;25007.0
2021;01;606;Kfz;14807.0
2021;01;606;Kfz > 3,5t hzG;3362.0
2021;01;606;Kfz <= 3,5t hzG;11445.0
2021;01;491;Kfz;22878.0
2021;01;491;Kfz > 3,5t hzG;4553.0
2021;01;491;Kfz <= 3,5t hzG;18325.0
2021;01;162;Kfz;35203.0
2021;01;162;Kfz > 3,5t hzG;9891.0
2021;01;162;Kfz <= 3,5t hzG;25312.0
2021;01;169;Kfz;28270.0
